DexNumber,Name,Category,Ability1,Ability2,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,NoGender,CatchRate,EggCycles,LevelingRate,BaseFriendship,IsLegendary,IsMythical,IsUltraBeast,HasMega,EvoStage,TotalEvoStages,PreevoName,Type_Bug,Type_Dark,Type_Dragon,Type_Electric,Type_Fairy,Type_Fighting,Type_Fire,Type_Flying,Type_Ghost,Type_Grass,Type_Ground,Type_Ice,Type_Normal,Type_Poison,Type_Psychic,Type_Rock,Type_Steel,Type_Water,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy,Egg_Amorphous,Egg_Bug,Egg_Ditto,Egg_Dragon,Egg_Fairy,Egg_Field,Egg_Flying,Egg_Grass,Egg_Human-Like,Egg_Mineral,Egg_Monster,Egg_No Eggs Discovered,Egg_Water 1,Egg_Water 2,Egg_Water 3
537,Seismitoad,Vibration Pokémon,Swift Swim,Poison Touch,Water Absorb,5,105,95,75,85,75,74,509,62.0,1.5,0.5,0,45,20,1059860,70,0,0,0,0,3,3,Palpitoad,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0
538,Throh,Judo Pokémon,Guts,Inner Focus,Mold Breaker,5,120,100,85,30,85,45,465,55.5,1.3,1.0,0,45,20,1000000,70,0,0,0,0,1,1,No Preevolution,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0
539,Sawk,Karate Pokémon,Sturdy,Inner Focus,Mold Breaker,5,75,125,75,30,75,85,465,51.0,1.4,1.0,0,45,20,1000000,70,0,0,0,0,1,1,No Preevolution,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0
540,Sewaddle,Sewing Pokémon,Swarm,Chlorophyll,Overcoat,5,45,53,70,40,60,42,310,2.5,0.3,0.5,0,255,15,1059860,70,0,0,0,0,1,3,No Preevolution,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.5,4.0,2.0,0.25,2.0,2.0,1.0,1.0,4.0,0.5,0.25,0.5,1.0,2.0,1.0,1.0,1.0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
541,Swadloon,Leaf-Wrapped Pokémon,Leaf Guard,Chlorophyll,Overcoat,5,55,63,90,50,80,42,380,7.3,0.5,0.5,0,120,15,1059860,70,0,0,0,0,2,3,Sewaddle,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.5,4.0,2.0,0.25,2.0,2.0,1.0,1.0,4.0,0.5,0.25,0.5,1.0,2.0,1.0,1.0,1.0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
542,Leavanny,Nurturing Pokémon,Swarm,Chlorophyll,Overcoat,5,75,103,80,70,80,92,500,20.5,1.2,0.5,0,45,15,1059860,70,0,0,0,0,3,3,Swadloon,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.5,4.0,2.0,0.25,2.0,2.0,1.0,1.0,4.0,0.5,0.25,0.5,1.0,2.0,1.0,1.0,1.0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
543,Venipede,Centipede Pokémon,Poison Point,Swarm,Speed Boost,5,30,45,59,30,39,57,260,5.3,0.4,0.5,0,255,15,1059860,70,0,0,0,0,1,3,No Preevolution,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
544,Whirlipede,Curlipede Pokémon,Poison Point,Swarm,Speed Boost,5,40,55,99,40,79,47,360,58.5,1.2,0.5,0,120,15,1059860,70,0,0,0,0,2,3,Venipede,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
545,Scolipede,Megapede Pokémon,Poison Point,Swarm,Speed Boost,5,60,100,89,55,69,112,485,200.5,2.5,0.5,0,45,20,1059860,70,0,0,0,0,3,3,Whirlipede,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
546,Cottonee,Cotton Puff Pokémon,Prankster,Infiltrator,Chlorophyll,5,40,27,60,37,50,66,280,0.6,0.3,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.5,2.0,4.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,0.0,0.5,1.0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0
547,Whimsicott,Windveiled Pokémon,Prankster,Infiltrator,Chlorophyll,5,60,67,85,77,75,116,480,6.6,0.7,0.5,0,75,20,1000000,70,0,0,0,0,2,2,Cottonee,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.5,2.0,4.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,0.0,0.5,1.0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0
548,Petilil,Bulb Pokémon,Chlorophyll,Own Tempo,Leaf Guard,5,45,35,50,70,50,30,280,6.6,0.5,0.0,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0
549,Lilligant,Flowering Pokémon,Chlorophyll,Own Tempo,Leaf Guard,5,70,60,75,110,75,90,480,16.3,1.1,0.0,0,75,20,1000000,70,0,0,0,0,2,2,Petilil,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0
549,Hisuian Lilligant,Flowering Pokémon,Chlorophyll,Hustle,Leaf Guard,8,70,105,75,50,75,105,480,16.3,1.1,0.0,0,75,20,1000000,70,0,0,0,0,2,2,Petilil,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,4.0,2.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,2.0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0
550,Basculin Red-Striped Form,Hostile Pokémon,Reckless,Adaptability,Mold Breaker,5,70,92,65,80,55,98,460,18.0,1.0,0.5,0,190,40,1000000,70,0,0,0,0,1,1,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0
550,Basculin Blue-Striped Form,Hostile Pokémon,Rock Head,Adaptability,Mold Breaker,5,70,92,65,80,55,98,460,18.0,1.0,0.5,0,190,40,1000000,70,0,0,0,0,1,1,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0
550,Basculin White-Striped Form,Mellow Pokémon,Rattled,Adaptability,Mold Breaker,8,70,92,65,80,55,98,460,18.0,1.0,0.5,0,190,40,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0
551,Sandile,Desert Croc Pokémon,Intimidate,Moxie,Anger Point,5,50,72,35,35,35,65,292,15.2,0.7,0.5,0,180,20,1059860,70,0,0,0,0,1,3,No Preevolution,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,2.0,1.0,0.5,1.0,0.5,2.0,0.5,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.5,2.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
552,Krokorok,Desert Croc Pokémon,Intimidate,Moxie,Anger Point,5,60,82,45,45,45,74,351,33.4,1.0,0.5,0,90,20,1059860,70,0,0,0,0,2,3,Sandile,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,2.0,1.0,0.5,1.0,0.5,2.0,0.5,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.5,2.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
553,Krookodile,Intimidation Pokémon,Intimidate,Moxie,Anger Point,5,95,117,80,65,70,92,519,96.3,1.5,0.5,0,45,20,1059860,70,0,0,0,0,3,3,Krokorok,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,2.0,1.0,0.5,1.0,0.5,2.0,0.5,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.5,2.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
554,Darumaka,Zen Charm Pokémon,Hustle,None,Inner Focus,5,70,90,45,15,45,50,315,37.5,0.6,0.5,0,120,20,1059860,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
554,Galarian Darumaka,Zen Charm Pokémon,Hustle,None,Inner Focus,8,70,90,45,15,45,50,315,37.5,0.6,0.5,0,120,20,1059860,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
555,Darmanitan Standard Mode,Blazing Pokémon,Sheer Force,None,Zen Mode,5,105,140,55,30,55,95,480,92.9,1.3,0.5,0,60,20,1059860,70,0,0,0,0,2,2,Darumaka,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
555,Darmanitan Zen Mode,Blazing Pokémon,None,None,Zen Mode,5,105,30,105,140,105,55,540,92.9,1.3,0.5,0,60,20,1059860,70,0,0,0,0,2,2,Darumaka,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.5,0.5,2.0,0.5,1.0,0.5,0.5,1.0,2.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
555,Galarian Darmanitan,Blazing Pokémon,Gorilla Tactics,None,Zen Mode,8,105,140,55,30,55,95,480,92.9,1.3,0.5,0,60,20,1059860,70,0,0,0,0,2,2,Galarian Darumaka,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
555,Galarian Darmanitan Zen Mode,Blazing Pokémon,None,None,Zen Mode,5,105,160,55,30,55,135,540,92.9,1.3,0.5,0,60,20,1059860,70,0,0,0,0,2,2,Darumaka,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.0,2.0,1.0,1.0,2.0,4.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
556,Maractus,Cactus Pokémon,Water Absorb,Chlorophyll,Storm Drain,5,75,86,67,106,67,60,461,28.0,1.0,0.5,0,255,20,1000000,70,0,0,0,0,1,1,No Preevolution,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0
557,Dwebble,Rock Inn Pokémon,Sturdy,Shell Armor,Weak Armor,5,50,65,85,35,35,55,325,14.5,0.3,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0
558,Crustle,Stone Home Pokémon,Sturdy,Shell Armor,Weak Armor,5,70,105,125,65,75,45,485,200.0,1.4,0.5,0,75,20,1000000,70,0,0,0,0,2,2,Dwebble,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0
559,Scraggy,Shedding Pokémon,Shed Skin,Moxie,Intimidate,5,50,75,70,35,70,48,348,11.8,0.6,0.5,0,180,15,1000000,35,0,0,0,0,1,2,No Preevolution,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.25,4.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0
560,Scrafty,Hoodlum Pokémon,Shed Skin,Moxie,Intimidate,5,65,90,115,45,115,58,488,30.0,1.1,0.5,0,90,15,1000000,70,0,0,0,0,2,2,Scraggy,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.25,4.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0
561,Sigilyph,Avianoid Pokémon,Wonder Skin,Magic Guard,Tinted Lens,5,72,58,80,103,80,97,490,14.0,1.4,0.5,0,45,20,1000000,70,0,0,0,0,1,1,No Preevolution,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0.25,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
562,Yamask,Spirit Pokémon,Mummy,None,None,5,38,30,85,55,65,30,303,1.5,0.5,0.5,0,190,25,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
562,Galarian Yamask,Spirit Pokémon,Wandering Spirit,None,None,8,38,55,85,30,65,30,303,1.5,0.5,0.5,0,190,25,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.25,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,1,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
563,Cofagrigus,Coffin Pokémon,Mummy,None,None,5,58,50,145,95,105,30,483,76.5,1.7,0.5,0,90,25,1000000,70,0,0,0,0,2,2,Yamask,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
564,Tirtouga,Prototurtle Pokémon,Solid Rock,Sturdy,Swift Swim,5,54,78,103,53,45,22,355,16.5,0.7,0.875,0,45,30,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1
565,Carracosta,Prototurtle Pokémon,Solid Rock,Sturdy,Swift Swim,5,74,108,133,83,65,32,495,81.0,1.2,0.875,0,45,30,1000000,70,0,0,0,0,2,2,Tirtouga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1
566,Archen,First Bird Pokémon,Defeatist,None,None,5,55,112,45,74,45,70,401,9.5,0.5,0.875,0,45,30,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,1.0,0.5,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1
567,Archeops,First Bird Pokémon,Defeatist,None,None,5,75,140,65,112,65,110,567,32.0,1.4,0.875,0,45,30,1000000,70,0,0,0,0,2,2,Archen,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,1.0,0.5,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1
568,Trubbish,Trash Bag Pokémon,Stench,Sticky Hold,Aftermath,5,50,50,62,40,62,65,329,31.0,0.6,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
569,Garbodor,Trash Heap Pokémon,Stench,Weak Armor,Aftermath,5,80,95,82,60,82,75,474,107.3,1.9,0.5,0,60,20,1000000,70,0,0,0,0,2,2,Trubbish,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
570,Zorua,Tricky Fox Pokémon,Illusion,None,None,5,40,65,40,80,40,65,330,12.5,0.7,0.875,0,75,25,1059860,70,0,0,0,0,1,2,No Preevolution,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
570,Hisuian Zorua,Tricky Fox Pokémon,Illusion,None,None,8,35,60,40,85,40,70,330,12.5,0.7,0.875,0,75,25,1059860,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
571,Zoroark,Illusion Fox Pokémon,Illusion,None,None,5,60,105,60,120,60,105,510,81.1,1.6,0.875,0,45,20,1059860,70,0,0,0,0,2,2,Zorua,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
571,Hisuian Zoroark,Illusion Fox Pokémon,Illusion,None,None,8,55,100,60,125,60,110,510,81.1,1.6,0.875,0,45,20,1059860,70,0,0,0,0,2,2,Hisuian Zorua,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
572,Minccino,Chinchilla Pokémon,Cute Charm,Technician,Skill Link,5,55,50,40,40,40,75,300,5.8,0.4,0.25,0,255,15,800000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
573,Cinccino,Scarf Pokémon,Cute Charm,Technician,Skill Link,5,75,95,60,65,60,115,470,7.5,0.5,0.25,0,60,15,800000,70,0,0,0,0,2,2,Minccino,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
574,Gothita,Fixation Pokémon,Frisk,Competitive,Shadow Tag,5,45,30,50,55,65,45,290,5.8,0.4,0.25,0,200,20,1059860,70,0,0,0,0,1,3,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0
575,Gothorita,Manipulate Pokémon,Frisk,Competitive,Shadow Tag,5,60,45,70,75,85,55,390,18.0,0.7,0.25,0,100,20,1059860,70,0,0,0,0,2,3,Gothita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0
576,Gothitelle,Astral Body Pokémon,Frisk,Competitive,Shadow Tag,5,70,55,95,95,110,65,490,44.0,1.5,0.25,0,50,20,1059860,70,0,0,0,0,3,3,Gothorita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0
577,Solosis,Cell Pokémon,Overcoat,Magic Guard,Regenerator,5,45,30,40,105,50,20,290,1.0,0.3,0.5,0,200,20,1059860,70,0,0,0,0,1,3,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
578,Duosion,Mitosis Pokémon,Overcoat,Magic Guard,Regenerator,5,65,40,50,125,60,30,370,8.0,0.6,0.5,0,100,20,1059860,70,0,0,0,0,2,3,Solosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
579,Reuniclus,Multiplying Pokémon,Overcoat,Magic Guard,Regenerator,5,110,65,75,125,85,30,490,20.1,1.0,0.5,0,50,20,1059860,70,0,0,0,0,3,3,Duosion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
580,Ducklett,Water Bird Pokémon,Keen Eye,Big Pecks,Hydration,5,62,44,50,44,50,55,305,5.5,0.5,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0
581,Swanna,White Bird Pokémon,Keen Eye,Big Pecks,Hydration,5,75,87,63,87,63,98,473,24.2,1.3,0.5,0,45,20,1000000,70,0,0,0,0,2,2,Ducklett,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0
582,Vanillite,Fresh Snow Pokémon,Ice Body,Snow Cloak,Weak Armor,5,36,50,50,65,60,44,305,5.7,0.4,0.5,0,255,20,1250000,70,0,0,0,0,1,3,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
