DexNumber,Name,Type1,Type2,Ability1,Ability2,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,NoGender,Category,CatchRate,EggCycles,EggGroup1,EggGroup2,LevelingRate,BaseFriendship,IsLegendary,IsMythical,IsUltraBeast,HasMega,EvoStage,TotalEvoStages,PreevoName,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy
579,Reuniclus,Psychic,Psychic,Overcoat,Magic Guard,Regenerator,5,110,65,75,125,85,30,490,20.1,1.0,0.5,0,Multiplying Pokémon,50,20,Amorphous,No Egg Group,Medium Slow,70,0,0,0,0,3,3,Duosion,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
580,Ducklett,Water,Flying,Keen Eye,Big Pecks,Hydration,5,62,44,50,44,50,55,305,5.5,0.5,0.5,0,Water Bird Pokémon,190,20,Water 1,Flying,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0
581,Swanna,Water,Flying,Keen Eye,Big Pecks,Hydration,5,75,87,63,87,63,98,473,24.2,1.3,0.5,0,White Bird Pokémon,45,20,Water 1,Flying,Medium Fast,70,0,0,0,0,2,2,Ducklett,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0
582,Vanillite,Ice,Ice,Ice Body,Snow Cloak,Weak Armor,5,36,50,50,65,60,44,305,5.7,0.4,0.5,0,Fresh Snow Pokémon,255,20,Mineral,No Egg Group,Slow,70,0,0,0,0,1,3,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
583,Vanillish,Ice,Ice,Ice Body,Snow Cloak,Weak Armor,5,51,65,65,80,75,59,395,41.0,1.1,0.5,0,Icy Snow Pokémon,120,20,Mineral,No Egg Group,Slow,70,0,0,0,0,2,3,Vanillite,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
584,Vanilluxe,Ice,Ice,Ice Body,Snow Warning,Weak Armor,5,71,95,85,110,95,79,535,57.5,1.3,0.5,0,Snowstorm Pokémon,45,20,Mineral,No Egg Group,Slow,70,0,0,0,0,3,3,Vanillish,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
585,Deerling Spring Form,Normal,Grass,Serene Grace,None,None,5,60,60,50,40,50,75,335,19.5,0.6,0.5,0,Season Pokémon,190,20,Field,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
585,Deerling Summer Form,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,5,60,60,50,40,50,75,335,19.5,0.6,0.5,0,Season Pokémon,190,20,Field,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
585,Deerling Autumn Form,Normal,Grass,Serene Grace,None,None,5,60,60,50,40,50,75,335,19.5,0.6,0.5,0,Season Pokémon,190,20,Field,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
585,Deerling Winter Form,Normal,Grass,Serene Grace,None,None,5,60,60,50,40,50,75,335,19.5,0.6,0.5,0,Season Pokémon,190,20,Field,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
586,Sawsbuck Spring Form,Normal,Grass,Serene Grace,None,None,5,80,100,70,60,70,95,475,92.5,1.9,0.5,0,Season Pokémon,75,20,Field,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Deerling Spring Form,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
586,Sawsbuck Summer Form,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,5,80,100,70,60,70,95,475,92.5,1.9,0.5,0,Season Pokémon,75,20,Field,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Deerling Summer Form,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
586,Sawsbuck Autumn Form,Normal,Grass,Serene Grace,None,None,5,80,100,70,60,70,95,475,92.5,1.9,0.5,0,Season Pokémon,75,20,Field,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Deerling Autumn Form,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
586,Sawsbuck Winter Form,Normal,Grass,Serene Grace,None,None,5,80,100,70,60,70,95,475,92.5,1.9,0.5,0,Season Pokémon,75,20,Field,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Deerling Winter Form,1.0,2.0,2.0,2.0,0.5,1.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
587,Emolga,Electric,Flying,Static,Motor Drive,None,5,55,75,60,75,60,103,428,5.0,0.4,0.5,0,Sky Squirrel Pokémon,200,20,Field,No Egg Group,Medium Fast,70,0,0,0,0,1,1,No Preevolution,1.0,0.5,0.5,1.0,0.0,2.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
588,Karrablast,Bug,Bug,Swarm,Shed Skin,No Guard,5,50,75,45,40,45,60,315,5.9,0.5,0.5,0,Clamping Pokémon,200,15,Bug,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
589,Escavalier,Bug,Steel,Swarm,Shell Armor,Overcoat,5,70,135,105,60,105,20,495,33.0,1.0,0.5,0,Cavalry Pokémon,75,15,Bug,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Karrablast,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5
590,Foongus,Grass,Poison,Effect Spore,Regenerator,None,5,69,55,45,55,55,15,294,1.0,0.2,0.5,0,Mushroom Pokémon,190,20,Grass,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
591,Amoonguss,Grass,Poison,Effect Spore,Regenerator,None,5,114,85,70,85,80,30,464,10.5,0.6,0.5,0,Mushroom Pokémon,75,20,Grass,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Foongus,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
592,Frillish,Water,Ghost,Water Absorb,Cursed Body,Damp,5,55,40,50,65,85,40,335,33.0,1.2,0.5,0,Floating Pokémon,190,20,Amorphous,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,2.0,1.0
593,Jellicent,Water,Ghost,Water Absorb,Cursed Body,Damp,5,100,60,70,85,105,60,480,135.0,2.2,0.5,0,Floating Pokémon,60,20,Amorphous,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Frillish,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,2.0,1.0
594,Alomomola,Water,Water,Healer,Hydration,Regenerator,5,165,75,80,40,45,65,470,31.6,1.2,0.5,0,Caring Pokémon,75,40,Water 1,Water 2,Fast,70,0,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
595,Joltik,Bug,Electric,Compound Eyes,Unnerve,Swarm,5,50,47,50,57,50,65,319,0.6,0.1,0.5,0,Attaching Pokémon,190,20,Bug,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0
596,Galvantula,Bug,Electric,Compound Eyes,Unnerve,Swarm,5,70,77,60,97,60,108,472,14.3,0.8,0.5,0,EleSpider Pokémon,75,20,Bug,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Joltik,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0
597,Ferroseed,Grass,Steel,Iron Barbs,None,None,5,44,50,91,24,86,10,305,18.8,0.6,0.5,0,Thorn Seed Pokémon,255,20,Grass,Mineral,Medium Fast,70,0,0,0,0,1,2,No Preevolution,0.5,2.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,4.0,0.5,0.25,0.5,0.5,1.0,0.5,1.0,0.5
598,Ferrothorn,Grass,Steel,Iron Barbs,None,None,5,74,94,131,54,116,20,489,110.0,1.0,0.5,0,Thorn Pod Pokémon,90,20,Grass,Mineral,Medium Fast,70,0,0,0,0,2,2,Ferroseed,0.5,2.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,4.0,0.5,0.25,0.5,0.5,1.0,0.5,1.0,0.5
599,Klink,Steel,Steel,Plus,Minus,Clear Body,5,40,55,70,45,60,30,300,21.0,0.3,0.5,1,Gear Pokémon,130,20,Mineral,No Egg Group,Medium Slow,70,0,0,0,0,1,3,No Preevolution,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5
600,Klang,Steel,Steel,Plus,Minus,Clear Body,5,60,80,95,70,85,50,440,51.0,0.6,0.5,1,Gear Pokémon,60,20,Mineral,No Egg Group,Medium Slow,70,0,0,0,0,2,3,Klink,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5
601,Klinklang,Steel,Steel,Plus,Minus,Clear Body,5,60,100,115,70,85,90,520,81.0,0.6,0.5,1,Gear Pokémon,30,20,Mineral,No Egg Group,Medium Slow,70,0,0,0,0,3,3,Klang,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5
602,Tynamo,Electric,Electric,Levitate,None,None,5,35,55,40,45,40,60,275,0.3,0.2,0.5,0,EleFish Pokémon,190,20,Amorphous,No Egg Group,Slow,70,0,0,0,0,1,3,No Preevolution,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
603,Eelektrik,Electric,Electric,Levitate,None,None,5,65,85,70,75,70,40,405,22.0,1.2,0.5,0,EleFish Pokémon,60,20,Amorphous,No Egg Group,Slow,70,0,0,0,0,2,3,Tynamo,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
604,Eelektross,Electric,Electric,Levitate,None,None,5,85,115,80,105,80,50,515,80.5,2.1,0.5,0,EleFish Pokémon,30,20,Amorphous,No Egg Group,Slow,70,0,0,0,0,3,3,Eelektrik,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
605,Elgyem,Psychic,Psychic,Telepathy,Synchronize,Analytic,5,55,55,55,85,55,30,335,9.0,0.5,0.5,0,Cerebral Pokémon,255,20,Human-Like,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
606,Beheeyem,Psychic,Psychic,Telepathy,Synchronize,Analytic,5,75,75,75,125,95,40,485,34.5,1.0,0.5,0,Cerebral Pokémon,90,20,Human-Like,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Elgyem,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
607,Litwick,Ghost,Fire,Flash Fire,Flame Body,None,5,50,30,55,65,55,20,275,3.1,0.3,0.5,0,Candle Pokémon,190,20,Amorphous,No Egg Group,Medium Slow,70,0,0,0,0,1,3,No Preevolution,0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5
608,Lampent,Ghost,Fire,Flash Fire,Flame Body,None,5,60,40,60,95,60,55,370,13.0,0.6,0.5,0,Lamp Pokémon,90,20,Amorphous,No Egg Group,Medium Slow,70,0,0,0,0,2,3,Litwick,0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5
609,Chandelure,Ghost,Fire,Flash Fire,Flame Body,None,5,60,55,90,145,90,80,520,34.3,1.0,0.5,0,Luring Pokémon,45,20,Amorphous,No Egg Group,Medium Slow,70,0,0,0,0,3,3,Lampent,0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5
610,Axew,Dragon,Dragon,Rivalry,Mold Breaker,Unnerve,5,46,87,60,30,40,57,320,18.0,0.6,0.5,0,Tusk Pokémon,75,40,Monster,Dragon,Slow,35,0,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0
611,Fraxure,Dragon,Dragon,Rivalry,Mold Breaker,Unnerve,5,66,117,70,40,50,67,410,36.0,1.0,0.5,0,Axe Jaw Pokémon,60,40,Monster,Dragon,Slow,35,0,0,0,0,2,3,Axew,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0
612,Haxorus,Dragon,Dragon,Rivalry,Mold Breaker,Unnerve,5,76,147,90,60,70,97,540,105.5,1.8,0.5,0,Axe Jaw Pokémon,45,40,Monster,Dragon,Slow,35,0,0,0,0,3,3,Fraxure,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0
613,Cubchoo,Ice,Ice,Snow Cloak,Slush Rush,Rattled,5,55,70,40,60,40,40,305,8.5,0.5,0.5,0,Chill Pokémon,120,20,Field,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
614,Beartic,Ice,Ice,Snow Cloak,Slush Rush,Swift Swim,5,95,130,80,70,80,50,505,260.0,2.6,0.5,0,Freezing Pokémon,60,20,Field,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Cubchoo,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
615,Cryogonal,Ice,Ice,Levitate,None,None,5,80,50,50,95,135,105,515,148.0,1.1,0.5,1,Crystallizing Pokémon,25,25,Mineral,No Egg Group,Medium Fast,70,0,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
616,Shelmet,Bug,Bug,Hydration,Shell Armor,Overcoat,5,50,40,85,40,65,25,305,7.7,0.4,0.5,0,Snail Pokémon,200,15,Bug,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
617,Accelgor,Bug,Bug,Hydration,Sticky Hold,Unburden,5,80,70,40,100,60,145,495,25.3,0.8,0.5,0,Shell Out Pokémon,75,15,Bug,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Shelmet,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
618,Stunfisk,Ground,Electric,Static,Limber,Sand Veil,5,109,66,84,81,99,32,471,11.0,0.7,0.5,0,Trap Pokémon,75,20,Water 1,Amorphous,Medium Fast,70,0,0,0,0,1,1,No Preevolution,1.0,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
618,Galarian Stunfisk,Ground,Steel,Mimicry,None,None,8,109,81,99,66,84,32,471,11.0,0.7,0.5,0,Trap Pokémon,75,20,Water 1,Amorphous,Medium Fast,70,0,0,0,0,1,1,No Preevolution,0.5,2.0,0.5,0.0,2.0,0.25,0.5,1.0,0.5,2.0,2.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5
619,Mienfoo,Fighting,Fighting,Inner Focus,Regenerator,Reckless,5,45,85,50,55,50,65,350,20.0,0.9,0.5,0,Martial Arts Pokémon,180,25,Field,Human-Like,Medium Slow,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
620,Mienshao,Fighting,Fighting,Inner Focus,Regenerator,Reckless,5,65,125,60,95,60,105,510,35.5,1.4,0.5,0,Martial Arts Pokémon,45,25,Field,Human-Like,Medium Slow,70,0,0,0,0,2,2,Mienfoo,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
621,Druddigon,Dragon,Dragon,Rough Skin,Sheer Force,Mold Breaker,5,77,120,90,60,90,48,485,139.0,1.6,0.5,0,Cave Pokémon,45,30,Dragon,Monster,Medium Fast,70,0,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0
622,Golett,Ground,Ghost,Iron Fist,Klutz,No Guard,5,59,74,50,35,50,35,303,92.0,1.0,0.5,1,Automaton Pokémon,190,25,Mineral,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,0.0,0.0,1.0,0.25,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0
623,Golurk,Ground,Ghost,Iron Fist,Klutz,No Guard,5,89,124,80,55,80,55,483,330.0,2.8,0.5,1,Automaton Pokémon,90,25,Mineral,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Golett,0.0,0.0,1.0,0.25,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0
624,Pawniard,Dark,Steel,Defiant,Inner Focus,Pressure,5,45,85,70,40,40,60,340,10.2,0.5,0.5,0,Sharp Blade Pokémon,120,20,Human-Like,No Egg Group,Medium Fast,35,0,0,0,0,1,3,No Preevolution,0.5,4.0,0.5,0.0,2.0,0.5,1.0,0.5,0.5,2.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0
625,Bisharp,Dark,Steel,Defiant,Inner Focus,Pressure,5,65,125,100,60,70,70,490,70.0,1.6,0.5,0,Sword Blade Pokémon,45,20,Human-Like,No Egg Group,Medium Fast,35,0,0,0,0,2,3,Pawniard,0.5,4.0,0.5,0.0,2.0,0.5,1.0,0.5,0.5,2.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0
626,Bouffalant,Normal,Normal,Reckless,Sap Sipper,Soundproof,5,95,110,95,40,95,55,490,94.6,1.6,0.5,0,Bash Buffalo Pokémon,45,20,Field,No Egg Group,Medium Fast,70,0,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
627,Rufflet,Normal,Flying,Keen Eye,Sheer Force,Hustle,5,70,83,50,37,50,60,350,10.5,0.5,1.0,0,Eaglet Pokémon,190,20,Flying,No Egg Group,Slow,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
628,Braviary,Normal,Flying,Defiant,None,None,5,100,123,75,57,75,80,510,41.0,1.5,1.0,0,Valiant Pokémon,60,20,Flying,No Egg Group,Slow,70,0,0,0,0,2,2,Rufflet,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
628,Hisuian Braviary,Psychic,Flying,Keen Eye,Sheer Force,Tinted Lens,8,110,83,70,112,70,65,510,41.0,1.5,1.0,0,Battle Cry Pokémon,60,20,Flying,No Egg Group,Slow,70,0,0,0,0,2,2,Rufflet,1.0,0.25,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0
629,Vullaby,Dark,Flying,Big Pecks,Overcoat,Weak Armor,5,70,55,75,45,65,60,370,9.0,0.5,0.0,0,Diapered Pokémon,190,20,Flying,No Egg Group,Slow,35,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.0,2.0,1.0,0.5,2.0
630,Mandibuzz,Dark,Flying,Big Pecks,Overcoat,Weak Armor,5,110,65,105,55,95,80,510,39.5,1.2,0.0,0,Bone Vulture Pokémon,60,20,Flying,No Egg Group,Slow,35,0,0,0,0,2,2,Vullaby,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.0,2.0,1.0,0.5,2.0
631,Heatmor,Fire,Fire,Gluttony,Flash Fire,White Smoke,5,85,97,66,105,66,65,484,58.0,1.4,0.5,0,Anteater Pokémon,90,20,Field,No Egg Group,Medium Fast,70,0,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
632,Durant,Bug,Steel,Swarm,Hustle,Truant,5,58,109,112,48,48,109,484,33.0,0.3,0.5,0,Iron Ant Pokémon,90,20,Bug,No Egg Group,Medium Fast,70,0,0,0,0,1,1,No Preevolution,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5
633,Deino,Dark,Dragon,Hustle,None,None,5,52,65,50,45,50,38,300,17.3,0.8,0.5,0,Irate Pokémon,45,40,Dragon,No Egg Group,Slow,35,0,0,0,0,1,3,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,2.0,2.0,0.5,4.0
634,Zweilous,Dark,Dragon,Hustle,None,None,5,72,85,70,65,70,58,420,50.0,1.4,0.5,0,Hostile Pokémon,45,40,Dragon,No Egg Group,Slow,35,0,0,0,0,2,3,Deino,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,2.0,2.0,0.5,4.0
635,Hydreigon,Dark,Dragon,Levitate,None,None,5,92,105,90,125,90,98,600,160.0,1.8,0.5,0,Brutal Pokémon,45,40,Dragon,No Egg Group,Slow,35,0,0,0,0,3,3,Zweilous,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,2.0,2.0,0.5,4.0
636,Larvesta,Bug,Fire,Flame Body,Swarm,None,5,55,85,55,50,55,60,360,28.8,1.1,0.5,0,Torch Pokémon,45,40,Bug,No Egg Group,Slow,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,1.0,4.0,0.5,1.0,0.5,1.0,2.0,0.25,1.0,1.0,0.5,1.0,1.0,0.5
637,Volcarona,Bug,Fire,Flame Body,Swarm,None,5,85,60,65,135,105,100,550,46.0,1.6,0.5,0,Sun Pokémon,15,40,Bug,No Egg Group,Slow,70,0,0,0,0,2,2,Larvesta,1.0,0.5,2.0,1.0,1.0,4.0,0.5,1.0,0.5,1.0,2.0,0.25,1.0,1.0,0.5,1.0,1.0,0.5
638,Cobalion,Steel,Fighting,Justified,None,None,5,91,90,129,90,72,108,580,250.0,2.1,0.5,1,Iron Will Pokémon,3,80,No Eggs Discovered,No Egg Group,Slow,35,1,0,0,0,1,1,No Preevolution,0.5,2.0,1.0,0.0,2.0,0.25,0.25,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0
639,Terrakion,Rock,Fighting,Justified,None,None,5,91,129,90,72,90,108,580,260.0,1.9,0.5,1,Cavern Pokémon,3,80,No Eggs Discovered,No Egg Group,Slow,35,1,0,0,0,1,1,No Preevolution,0.5,2.0,1.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,2.0,2.0,1.0,2.0,1.0,1.0,0.5,2.0
640,Virizion,Grass,Fighting,Justified,None,None,5,91,90,72,90,129,108,580,200.0,2.0,0.5,1,Grassland Pokémon,3,80,No Eggs Discovered,No Egg Group,Slow,35,1,0,0,0,1,1,No Preevolution,1.0,1.0,4.0,2.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,2.0
641,Tornadus Incarnate Forme,Flying,Flying,Defiant,None,None,5,79,115,70,125,80,111,580,63.0,1.5,1.0,0,Cyclone Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,90,1,0,0,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
641,Tornadus Therian Forme,Flying,Flying,Prankster,Defiant,Regenerator,5,79,100,80,110,90,121,580,63.0,1.5,1.0,0,Cyclone Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,90,1,0,0,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
